tokens,onerilen_konular
"['bence', 'artık', 'bütün', 'şehirlerin', 'ulaşım', 'kartlarına', 'uygulama', 'üzerinden', 'yükleme', 'yapma', 'özelliği', 'gelmeli']","ş, u, b, ş, k"
"['kullanışsız', 'uygulama', 'puan', 'biriktirmeye', 'çalışıyorum', 'fakat', 'puan', 'birikmeden', 'uygulama', 'puanları', 'eritiyor', 'keşke', 'faydalı', 'olabilse', 'uygulamayı', 'yüklediğime', 'pişman', 'oldum', 'açıkçası']","u, k, u, p, b"
"['keşke', 'paycell', 'kart', 'almasaydım', 'karta', 'yükleyince', 'hemen', 'kesiyorlar', 'paket', 'bile', 'alamıyoruz']","k, a, p, k, p"
"['indirmedim', 'böyle', 'birseyden', 'haberim', 'yok', 'iki', 'defadır', 'ödemeniz', 'alındı', 'mesaj', 'geliyor', 'alaka', 'hangi', 'bilgilerime', 'iletişim', 'numarası', 'yok', 'mesaj', 'geliyor', 'sadece', 'hey', 'allahım']","m, y, i, i, m"
"['para', 'yüklemdim', 'başka', 'yere', 'gitti', 'beni', 'türsel', 'faturası', 'borçlandı', 'iyi', 'çalışmıyor', 'memnum', 'değilim']","p, f, b, b, f"
"['paycelli', 'kullanamıyorum', 'limit', 'var', 'diyor', 'yükleme', 'yapmak', 'istiyorum', 'böyle', 'bir', 'kart', 'yok', 'diyor', 'borcu', 'yatirdiginizda', 'limit', 'yüklenmiyor', 'sevmedim']","k, l, b, k, y"
"['pep', 'papara', 'iyi']","p, p, p, i, p"
"['gerçekten', 'böyle', 'saçma', 'bir', 'uygulama', 'olamaz', 'indirdim', 'giremiyorum', 'işleminizi', 'anda', 'gerçekleştiremiyoruz', 'diyor', 'kalıyor', 'öyle', 'güvenilir', 'bir', 'uygulama', 'değil', 'nasil', 'burada', 'para', 'akışı', 'yapılabilir', 'uygulamaya', 'giremiyorum', 'diyorsunuz', 'uygulamanın', 'içinden', 'bize', 'ulaşın']","u, u, u, d, b"
"['iyi', 'bir', 'uygulama', 'değil', 'iznim', 'olmadan', 'faturama', 'lira', 'yansıtmış', 'faturam', 'lira', 'oldu']","o, y, f, f, f"
"['paycell', 'kötü', 'harca', 'var', 'puan', 'yavaş', 'iyi', 'değil', 'beğenmedim']","b, i, d, p, y"
['iyi'],i
"['banka', 'kartını', 'tanımlıyoruz', 'işte', 'çeksenize', 'içinden', 'kardeşim', 'illa', 'para', 'yüklememiz', 'lazım', 'ben', 'böyle', 'saçmalık', 'görmedim', 'kaldırıyorum', 'hemen']","b, k, p, k, b"
"['uygulamayi', 'indirip', 'bilgi', 'icin', 'iletidim', 'numarasindsn', 'defalarca', 'aradim', 'telesekreter', 'sefarinde', 'bekletti', 'hic', 'kimseyle', 'gorusemedim', 'muhatabi', 'olmayan', 'musteri', 'hizmeti', 'veremeyen', 'uygulama', 'sistrm', 'bence', 'gereksiz', 'uygulamayi', 'hemen', 'kaldiriyorum']","a, d, t, i, g"
"['ben', 'ömrümde', 'böyle', 'sahtekar', 'para', 'tuzağı', 'bir', 'uygulama', 'görmedim', 'hemen', 'kaldırdım', 'uygulamayı', 'banka', 'kartıma', 'para', 'gönderiyorum', 'fatura', 'ödüyorum', 'kesinti', 'olmuyor', 'meğersem', 'işlemimde', 'para', 'kesintisi', 'yaşıyormuşum', 'haberim', 'yok', 'muş', 'tahsilat', 'ücreti', 'üyelik', 'ücreti', 'herşey', 'ücrete', 'bağlamışlar', 'faturam', 'aşağısı', 'gelmiyor', 'bilgi', 'mesajıda', 'vermiyorlar', 'aklı', 'olan', 'indirmez', 'memnun', 'kalmadım', 'düzelteceklerinide', 'sanmıyorum', 'emeği', 'geçenleri', 'allaha', 'havale', 'ediyorum', 'berbatsınız']","f, p, k, i, f"
"['paycell', 'mobilden', 'memnun', 'değilim', 'sürekli', 'donmalar', 'yaşıyorum', 'sisteme', 'girmekte', 'zorluk', 'çekiyorum', 'çoğu', 'zaman', 'girmiyor', 'yeterince', 'iyi', 'değil', 'puanım']","z, g, d, d, y"
"['bir', 'mesaj', 'attınız', 'katil', 'fayda', 'bilmm', 'kazan', 'mesaj', 'attım', 'paycell', 'hesabi', 'açtım', 'ortalıkta', 'yok', 'i̇şiniz', 'gücünüz', 'yalan', 'belli', 'hattım', 'vardı', 'türkcellde', 'birini', 'başka', 'gsme', 'taşıdım', 'sırf', 'böylesiniz', 'galiba', 'diğerini', 'taşıycam', 'yeter', 'artık', 'pahalısın', 'hemde', 'saçma', 'sapan', 'hediye', 'veriyorsun', 'saatlik', 'falan', 'saçmalıklar', 'i̇şim', 'çıkıyor', 'saatte', 'boşu', 'boşuna', 'gidiyor', 'bir', 'sürü', 'abi', 'sen', 'koca', 'türkcellsin', 'farkını', 'böyle', 'saçmalıklarla', 'göstereceksin']","t, p, s, h, g"
"['para', 'yatirdigimda', 'kesiyor', 'birde', 'aylık', 'işletim', 'ücreti', 'alıyorlar', 'para', 'yatırırken', 'işlem', 'ücreti', 'kesilmemesi', 'lazım', 'dün', 'yatırdım', 'kesti', 'aylık', 'ücret', 'kadar', 'önemli', 'değil', 'yatırdığımda', 'para', 'kesmesini', 'istemiyorum', 'bence', 'para', 'kesmemeli']","ü, p, y, p, b"
"['salla', 'topla', 'yapıyorum', 'poan', 'veriyo', 'süreli', 'veriyo', 'boşuna', 'indirmeyin', 'sadece', 'para', 'yatirinca', 'puan', 'veriyo', 'salla', 'topla', 'süreli', 'veriyo', 'belkide', 'para', 'harcayincaa', 'süreli', 'verecek', 'süre', 'kaldırılırsa', 'iyi', 'olur', 'kapmanyasi', 'kanpayami', 'yapiyonuz', 'yok', 'para', 'harca', 'kadar', 'puan', 'kazan', 'kullanamiyoruz', 'adam', 'uygulamayi', 'salla', 'kazndanda', 'puan', 'gelmiyo', 'durumu', 'olmayanlar', 'yapacak']","s, b, k, k, i"
"['i̇çine', 'para', 'yüklemekten', 'başka', 'bir', 'şeye', 'yaramıyor', 'zaman', 'alışveriş', 'yapmaya', 'kalksak', 'sağ', 'olsun', 'yüz', 'üstü', 'bırakıyor', 'bir', 'yıldız', 'bile', 'fazla', 'türkcelle', 'yazıklar', 'olsun']","f, p, t, a, t"
"['biçim', 'uygulama', 'puan', 'gönderdim', 'kendime', 'gelmedi', 'bide', 'hafta', 'puanın', 'azalıyor', 'lütfen', 'uygulamayı', 'düzeltin', 'yeter', 'artık', 'bence', 'indirmeyin', 'sizi', 'kandırıyorlar']","u, p, b, i, d"
"['olumlu', 'yorum', 'olmaz', 'kardeş', 'turkcell', 'vizyon', 'sıfır', 'olmuş', 'bir', 'asla', 'turkcell', 'bulaşmam', 'uzak', 'olsun']","t, t, k, a, o"
"['başlarım', 'böyle', 'uygulamaya', 'kendi', 'telefon', 'numara', 'giriyorum', 'başka', 'telefon', 'girsem', 'işlem', 'hatası', 'veriyor', 'sorunu', 'düzenleyin', 'yav', 'bune', 'turkcell', 'kullanıcıyim', 'numaram', 'var', 'aynı', 'telefonda', 'tane', 'giriş', 'yaptım', 'diyer', 'tel', 'girsem', 'olmuyor', 'işlem', 'hatası', 'veriyor', 'sorunu', 'düzeltin']","k, a, t, k, b"
"['avantajların', 'olsada', 'fazla', 'eksiği', 'var', 'para', 'çekme', 'yükleme', 'olaylarda', 'para', 'kesmese', 'puan', 'fazla', 'verse', 'süre', 'olayı', 'olmasa', 'fazla', 'kampanya', 'olsa', 'insanların', 'fazla', 'dikkatini', 'çekmez', 'bence', 'geliştirseniz', 'kendiniz']","f, a, k, o, i"
"['böyle', 'uygulama', 'olmaz', 'olsun', 'kendi', 'paramızla', 'rezil', 'oluyoruz', 'sürekli', 'ödeme', 'yapacağı', 'zaman', 'hata', 'veriyor', 'ürünleri', 'alamıyorum']","p, k, p, s, ö"
"['bozuk', 'atıyo', 'bide', 'açmıyo', 'arasıra', 'türkcell', 'den', 'beklenmezdi', 'böyle', 'iyi', 'bir', 'firmadan']","d, b, b, b, a"
"['katıl', 'hazır', 'kampanyası', 'rezaleti', 'hazır', 'limitinden', 'üzeri', 'yükle', 'hediye', 'yükledim', 'yükleme', 'ücreti', 'kesip', 'yüklendi', 'bununla', 'kalsa', 'iyi', 'turksel', 'faturama', 'ayrıca', 'mobil', 'ödeme', 'ücreti', 'yansıtıldı', 'ettimi', 'kaldı', 'sizin', 'vereceğiniz', 'hediye', 'etik', 'dışı', 'aldatmaca', 'biraz', 'dürüst', 'olun', 'ayrıca', 'market', 'harcamasına', 'dediniz', 'harcama', 'yaptık', 'sözünüzde', 'durmadınız', 'kartı', 'iptal', 'etmek', 'istiyorum', 'sürekli', 'hata', 'verip', 'sonra', 'anonsu', 'alıyorum']","d, k, ü, f, h"
"['yakin', 'yüklemeyin', 'silin', 'varsa', 'yukledim', 'kesti', 'işlem', 'ücreti', 'berbat', 'anlasmali', 'cok', 'firma', 'yok', 'sadece', 'kendi', 'sirketleri', 'var', 'odeme', 'yönteminde', 'kredi', 'banka', 'kartı', 'istiyo', 'sadece', 'kaldi', 'paycell', 'onu', 'anlamiyorum', 'fatura', 'odeyemiyosunuz', 'haberiniz', 'olsun']","f, y, a, b, k"
"['i̇ndirmeyin', 'bence', 'boşa', 'internetiniz', 'gitmesin']","i, b, i, g, b"
"['turkcell', 'allah', 'belasını', 'versin', 'kadar', 'para', 'göz', 'olunur', 'hafta', 'verdiğiniz', 'paycell', 'puan', 'zaten', 'fazla', 'bilemedim', 'bunlara', 'kullanım', 'süresi', 'gelmiş', 'hafta', 'zaten', 'haftadan', 'haftaya', 'puan', 'verip', 'öbür', 'puanı', 'alıyorsunuz', 'int', 'puanı', 'bin', 'olmuş', 'paycell', 'hiçbir', 'şekilde', 'int', 'vermiyor', 'lanet', 'olsun', 'turkcell', 'türk', 'telekom', 'kurban', 'sen', 'çekim', 'gücü', 'yüksek', 'olmasa', 'iyi', 'bir', 'operatör', 'yeni', 'geçtim', 'türk', 'telekom', 'veriyorm', 'işte', 'operatör', 'dediğn', 'budur']","t, o, h, g, o"
"['burger', 'king', 'gittim', 'hazır', 'limitim', 'ödeme', 'yapacaktım', 'olması', 'rağmen', 'sadece', 'bağlı', 'kartımdan', 'ödemeyi', 'onaylıyor', 'hazır', 'limiti', 'göstermiyor', 'bile', 'böyle', 'rezalet', 'görmedim', 'okadar', 'insanın', 'içinde', 'utandım', 'rezil', 'oldum', 'ilk', 'fırsatta', 'turkcell', 'hattımı', 'iptal', 'ettireceğim']","h, k, k, b, i"
"['paycell', 'çalışanlarına', 'buradan', 'şunu', 'söylemek', 'istiyorum', 'öyle', 'yapınki', 'kazancınız', 'helal', 'olsun', 'bunla', 'üçüncü', 'fatura', 'ödemesi', 'yapıyorum', 'aylık', 'ödemem', 'ödeme', 'yapıyorum', 'haram', 'zıkkım', 'olsun', 'allah', 'dünyada', 'çıkarsın', 'hemde', 'öteki', 'dünyada', 'çıkarsın', 'yüzden', 'turkcellden', 'çıkacam', 'yıldızıda', 'yayınlasın', 'verdim']","ö, ö, ö, ö, d"
"['yazık', 'aldığım', 'puanları', 'siliyorsunuzyazıklar', 'olsun', 'size']","p, a, y, s, s"
"['paycell', 'kartıma', 'yükleme', 'yaparak', 'paket', 'yenileyecektim', 'fakat', 'karmaşık', 'olduğu', 'yapamadım', 'yükleme', 'işlemini', 'kolaylaştırırsanız', 'iyi', 'olur']","k, p, y, y, k"
"['iyi', 'kampanyaları', 'var', 'alışveriş', 'yapmak', 'keyifli', 'paycell', 'paycell', 'banka', 'sistemi', 'kötü', 'üst', 'üste', 'sorunlar', 'oluyor', 'mağdur', 'olunuyor', 'müşteri', 'hizmetleri', 'ugrastiriyorlar', 'surekli', 'problemleri', 'hemen', 'cozmuyorlar', 'ayrıca', 'telefon', 'müşteri', 'hizmetlerini', 'aradığımda', 'problem', 'olmadığını', 'söylüyorlar', 'sistem', 'tam', 'bir', 'rezalet', 'dan', 'baştan', 'tekrar', 'bir', 'güncelleme', 'yapılması', 'gerekiyor', 'sürekli', 'sorun', 'yaşayacağınızı', 'düşünerek', 'indirin', 'bence', 'müşteri', 'hizmetleri', 'kötü']","h, h, s, b, o"
"['yeter', 'artık', 'banka', 'iletişime', 'geçilmiyor', 'bidi', 'bidi', 'işe', 'yariyosunuz', 'hatayı', 'görmekten', 'bıktım', 'hemen', 'yazın', 'cevabı', 'uygulamadan', 'iletişime', 'geçin', 'bla', 'bla', 'müşteri', 'hizmetlerini', 'aradım', 'aralar', 'oluyor', 'böyle', 'sorunlar', 'diyorsunuz', 'aralardan', 'kastınız', 'bir', 'ömür', 'boyu', 'biraz', 'istikrar', 'banka', 'değil', 'kanka', 'imiş', 'neyseki', 'böyle', 'istikrarsız', 'yakınlarım', 'yok']","a, i, b, i, b"
"['hesapınız', 'donduruldu', 'diyor', 'postaya', 'mesaj', 'gelcek', 'diyor', 'gelmiyor', 'böyle', 'kaldı', 'hesap', 'yapamıyorum', 'çözüm', 'bulun']","h, p, h, d, m"
"['allah', 'belasını', 'versin', 'böyle', 'uygulamanın', 'sms', 'göndermiyor']","s, u, s, g, u"
"['leş', 'turkcell', 'sadece', 'hazır', 'paket', 'alabiliyoruz', 'limiti', 'var', 'böyle', 'banka', 'olur']","a, b, t, b, l"
"['gereksiz', 'bir', 'uygulama', 'iki', 'yüz', 'limiti', 'olmayanlar', 'yazılmış', 'olabilir']","l, y, g, g, l"
"['pay', 'cell', 'kartima', 'limitimden', 'liralim', 'iki', 'kere', 'para', 'aktardim', 'paralar', 'aktarmadi', 'karta', 'ustune', 'birde', 'liralik', 'iki', 'kere', 'islem', 'ucreti', 'tarzinda', 'para', 'kesti', 'onu', 'iade', 'etmedi', 'isimi', 'goremedim', 'hemde', 'ortada', 'olamyan', 'bir', 'islem', 'yada', 'hatadan', 'liramdan', 'oldum', 'uygulamayi', 'geri', 'kaldiriyorumbuda', 'burda', 'diger', 'kullanicilara', 'fikir', 'olsun']","p, a, p, p, l"
"['kötü', 'keşke', 'sıfır', 'verebilmek']","k, s, s, k, k"
"['bir', 'uygulama', 'ancak', 'kadar', 'boş', 'anlamsız', 'olabilir', 'tebrik', 'ediyorum', 'ayrıca', 'salla', 'topla', 'dite', 'bir', 'yapmışsınız', 'puandan', 'fazla', 'vermiyor', 'zar', 'zor', 'puan', 'yapıyoruz', 'puanları', 'geri', 'alıyorsunuz', 'ayrıca', 'bir', 'hediyeyi', 'bir', 'içinde', 'sadece', 'bir', 'kere', 'alabiliyoruz', 'hakikatten', 'tebrik', 'ediyorum', 'sizi', 'uygulamanız', 'batsın']","y, o, h, t, t"
"['uygulama', 'hic', 'iyi', 'degil', 'giriste', 'sorun', 'oluyor']","g, i, s, s, u"
"['şifremi', 'unuttum', 'yeni', 'şifre', 'almak', 'müşteri', 'hizmetleri', 'arıyorum', 'benimle', 'ilgilenen', 'olmuyor', 'karşıma', 'tele', 'sekreter', 'çıkıyor', 'yardımcı', 'olmuyor', 'türkselden', 'bunu', 'beklemezdim', 'lanet', 'olsun', 'kısa', 'zamanda', 'türkselden', 'vaz', 'geçiyorum', 'yılardan', 'veri', 'türkcelliyim', 'benim', 'adıma', 'adet', 'türkcel', 'hattım', 'var', 'yasıkki', 'benim', 'gözüm', 'den', 'düşdü', 'yazdıklarım', 'olsun', 'türksele']","ş, ş, ş, ş, y"
"['ben', 'uygulamaya', 'giriş', 'yapmadım', 'olarak', 'iki', 'defadır', 'kesinti', 'yapılıyor', 'çocuklar', 'yüklemiş', 'olabilir', 'kullanmayın', 'bile', 'bilmiyorum', 'paranın', 'geri', 'yüklenmesini', 'istiyorum']","p, g, b, ç, p"
"['ben', 'yükledim', 'sonra', 'uygulama', 'içi', 'ödeme', 'yapıcaktım', 'yüzden', 'verilen', 'limiti', 'aktive', 'etmem', 'gerekiyordu', 'edilmiyor', 'sistemde', 'arıza', 'var', 'diyor', 'sonra', 'yorumlara', 'baktım', 'üyelik', 'ücreti', 'varmış', 'bunu', 'belirtmemiş', 'olmanız', 'bence', 'dolandırıcılığa', 'girer']","ü, i, b, b, ö"
"['ben', 'böyle', 'rezil', 'bir', 'hizmet', 'görmedim', 'turkcellin', 'uygulaması', 'olan', 'paycell', 'turkcellin', 'superonlineına', 'fatura', 'ödemeye', 'çalışıyorum', 'online', 'alışverişe', 'açık', 'içinde', 'yeterli', 'paranın', 'olduğunu', 'bildiğim', 'farklı', 'kartla', 'ödeme', 'yapmaya', 'çalışıyorum', 'üçünü', 'kabul', 'etmiyor', 'internetim', 'kesiliyor', 'param', 'var', 'borcumu', 'ödemeye', 'çalışıyorum', 'ödetmiyorsunuz', 'internetimi', 'kesiyorsunuz', 'uygulama', 'temel', 'işlevini', 'bile', 'yerine', 'getiremiyorsa', 'bari', 'play', 'storedan', 'kaldırın', 'bununla', 'uğraşmayıp', 'bayiden', 'ödeyelim']","ö, s, t, i, e"
"['uygulama', 'kart', 'artık', 'çöp', 'bişey', 'olduönceden', 'karşılığına', 'puan', 'idi', 'sonra', 'indirdiler', 'şimdi', 'puan', 'oldu', 'bakın', 'yakında', 'karşılığına', 'puan', 'olacak', 'onun', 'bence', 'başka', 'bankalara', 'geçin', 'mesala', 'maxipuan', 'tosla']","k, a, b, ç, ş"
"['aylık', 'kesinti', 'var', 'bilginiz', 'olsun', 'yılda', 'yapar', 'boşu', 'boşuna', 'haksız', 'kazanç', 'elde', 'ediliyor', 'ayrica', 'paycell', 'limit', 'vermişler', 'kullandım', 'kestileryani', 'türlü', 'parani', 'alıyorlar', 'devletin', 'atması', 'lazım']","p, a, t, h, a"
"['iyi', 'olabilir']","i, i, o"
"['ayşe', 'iyi', 'alışveriş', 'güzel', 'yapılıyor', 'karşıladı', 'memnunum']","k, a, m, g, y"
"['cimri', 'firma', 'seferinde', 'puan', 'veriyor', 'yazıklar', 'olsun', 'turkcell', 'cimrilik', 'demek', 'pişmanlık', 'demek']","d, p, v, p, y"
"['kötü', 'söylenecek', 'söz', 'yok', 'mesaji', 'iyi', 'emoji', 'açıklar']","e, i, e, m, m"
"['para', 'tuzagi', 'kesi̇nli̇kle', 'kanmayin', 'kullanmayinher', 'türlü', 'para', 'transferi̇', 'kendi̇', 'kartiniza', 'dai̇', 'transfer', 'ücretli̇', 'kart', 'ai̇dati', 'ücretli̇', 'turkcell', 'si̇zden', 'faki̇rbu', 'ülkede', 'evi̇ne', 'ekmek', 'götüremedi̇gi̇', 'i̇çi̇n', 'i̇nti̇har', 'eden', 'i̇nsanlar', 'varpaket', 'tutarim', 'ytlbugün', 'paycell', 'kartim', 'geldi̇', 'kendi̇', 'kartimi', 'akti̇vi̇de', 'etmeden', 'faturama', 'ytl', 'yansidi', 'bi̇raz', 'vi̇cdanli', 'olunbu', 'turkceli̇', 'allaha', 'havale', 'edi̇yorum', 'lanet', 'olsunyildiz', 'vermedende', 'yorumunuzu', 'yayinlamiyorlarbi̇nlerce', 'lanet', 'olsun', 'turkcell', 'sana']","e, f, ü, ü, t"
"['puan', 'toplayamadan', 'puanlarin', 'süresi̇', 'bi̇ti̇yor', 'bi̇de', 'verdigini̇z', 'puanlar', 'yaziklar', 'olsun', 'sanki̇', 'alacaz', 'fazla', 'günlük', 'aliriz', 'onuda', 'goruyonuz', 'turkcell', 'haftada', 'bedava', 'veri̇yor', 'si̇z', 'ayda', 'bi̇le', 'vermiyorsunuz', 'hafta', 'insan', 'puanmi', 'verir', 'bari', 'verin', 'yada', 'puanlık', 'günlük', 'geri', 'getirin', 'tek', 'kullanımlık', 'olmasin', 'ancak', 'puan', 'toplaya', 'biliyorum', 'ondan']","p, t, p, y, a"
"['ben', 'uygulamayı', 'heryerde', 'kullanırım', 'düşündüm', 'akaryakıtlarda', 'restorantlarda', 'sadcr', 'fatura', 'ödemelerinde', 'kullanılıyor', 'uygulama', 'kısıtlı', 'iyi', 'olabilir', 'boşuna', 'yüklemeyin']","a, ö, d, k, u"
"['hediyeler', 'alalım', 'puan', 'veriyorsunuz', 'heryerden', 'tam', 'alıcam', 'kesiyosunuz', 'puanları', 'böyle', 'bir', 'sacmalık', 'olabilirmi', 'kesicekseniz', 'vermeyin', 'zaman', 'zaman', 'kaybı']","h, p, v, o, k"
"['auuuuissvaâĺouuaâaa', 'olsun']","a, a, o"
"['ben', 'böyle', 'saçma', 'uygulama', 'görmedim', 'hesapta', 'var', 'paye', 'kart', 'kullanicisiyim', 'sok', 'marketler', 'çalışanlarına', 'veriliyor', 'kart', 'kasa', 'alışverişiniz', 'tamamını', 'geçebilirsiniz', 'onaylıyor', 'program', 'bizi', 'paycell', 'atıyor', 'yetersiz', 'bakiyeden', 'ödeme', 'yapamıyoruz', 'mağaza', 'mağdur', 'bizler', 'mağdur', 'ayrı', 'mağazada', 'denedim', 'sorun', 'ayni', 'konuştuğum', 'arkadaşlar', 'aynı', 'sıkıntıyı', 'yaşadıklarını', 'belirtiyor']","p, m, k, k, b"
"['aylık', 'abonelik', 'ucreti', 'demek', 'oluyor', 'açıklarmısınız', 'para', 'veriyorum', 'soyleyin', 'lütfen', 'kısa', 'zamanda', 'düzeltin', 'uygulamanızı', 'kulanıyıyoruz', 'para', 'veriyoruz', 'iyi', 'bisey', 'değil']","a, a, a, p, p"
"['paycell', 'kötü', 'oldu', 'bence', 'artık', 'puanlarla', 'bişi', 'alamıyoruz', 'pahalı', 'puanlar', 'yetmiyor']","p, b, y, p, a"
"['bana', 'vermiştiniz', 'faturama', 'yansıdı', 'yazıklar', 'olsun']","v, f, b, v, y"
"['ben', 'paycell', 'uygulamaya', 'giris', 'yapamıyorum', 'eski', 'postama', 'kayıtlı', 'şifreyi', 'unuttum', 'acilen', 'yardımcı', 'olursanız', 'sevinirim', 'giremediğimden', 'dolayı', 'alısveris', 'yapamıyorum', 'bir', 'uygulama', 'böyle', 'olur', 'yardımcı', 'olun', 'rica', 'ediyorum', 'sizlerden', 'madem', 'uygulama', 'yapıyorsunuz', 'yardımcı', 'olun', 'madem']","ş, k, ş, p, g"
"['yaa', 'nasil', 'insanlarsiniz', 'paycell', 'kartım', 'yok', 'üyeliğim', 'yok', 'benden', 'habersiz', 'paycell', 'tarafından', 'cekilmis', 'yazik', 'gunah', 'yaa', 'hesap', 'bilgilerimi', 'çalıp', 'paramı', 'cekmisler', 'yazıklar', 'olsun', 'para', 'haram', 'olsun', 'öğrenciyiz', 'burs', 'paramiza', 'göz', 'diktiler']","ç, b, p, y, p"
"['yazıklar', 'olsun']","y, y, o"
"['yeni', 'yükledim', 'hemen', 'güncelleme', 'geliyor', 'ayrıca', 'internetten', 'alışverişte', 'istediğim', 'kullanamıyorum', 'verdiğim', 'paraya', 'yazık', 'pep', 'papara', 'ücretsiz', 'kart', 'veriyor', 'çokta', 'kullanışlı', 'yazıklar', 'olsun', 'sizin', 'markaya']","ü, h, g, p, g"
"['iyi', 'bir', 'uygulama', 'değil']","u, b, d, u, i"
"['yaziklar', 'olsun', 'uyelik', 'ucreti', 'nedir', 'uyelik', 'ucreti', 'kesiyor', 'para', 'yuklemeyin', 'sonra', 'yukleyin', 'ayinkinide', 'kesiyor', 'birdah', 'para', 'falan', 'yuklemem', 'yahu', 'devirde', 'kredi', 'kartinda', 'aidat', 'uyelik', 'ucreti', 'kaldi', 'nasil', 'bir', 'hizmettir']","k, d, p, b, k"
"['banka', 'kartı', 'üzerinden', 'paket', 'yüklüyorum', 'paycell', 'kesinti', 'yapıyor', 'paycellin', 'işe', 'yaradığını', 'anlamış', 'değilim', 'önce', 'banka', 'kartı', 'üzerinden', 'sürekli', 'paket', 'yüklerken', 'kesinti', 'yoktu', 'fakat', 'paycell', 'bence', 'gereksiz', 'banka', 'kartını', 'sistem', 'üzerinden', 'siliyorum', 'paycelli', 'silmek', 'istiyorum', 'silemiyorum']","b, b, k, k, y"
"['almayın', 'arkadaşlar', 'bir', 'para', 'iadesinde', 'ila', 'gün', 'bekliyeceksiniz', 'diyorlar', 'milyar', 'yazıklar', 'olsun', 'param', 'gelsin', 'direk', 'kapatacağım']","o, b, k, d, b"
"['instagramdan', 'reklamınızı', 'gördüm', 'ilgimi', 'çekti', 'indirdim', 'telefon', 'numaramı', 'girdim', 'ancak', 'sms', 'gelmedi', 'çıktım', 'tekrar', 'tekrar', 'denedim', 'gelmedi', 'bende', 'uygulamayı', 'sildim', 'bence', 'programcınıza', 'yazılımı', 'atan', 'arkadaşa', 'fırça', 'çekin', 'senin', 'yapacağın', 'işi']","i, i, u, i, r"
"['berbat', 'bir', 'uygulama', 'bence', 'puandan', 'yüksek', 'puan', 'vermiyor', 'son', 'zamanlarda', 'puanlarıda', 'kırıyor']","p, p, p, p, y"
"['uygula', 'yanlız', 'iyi', 'değil']","i, y, u, u, d"
"['i̇lk', 'başta', 'iyi', 'gidiyordu', 'herşey', 'taa', 'banka', 'kartıma', 'para', 'atana', 'kadar', 'kesinti', 'yapıldı', 'resmen', 'insanları', 'soyuyosunuz', 'sözleşmemde', 'bitti', 'zaten', 'bırakcağım', 'turkcelli', 'sırf', 'kesintilerden', 'dolayı', 'turkcellden', 'soğudum']","s, k, k, b, k"
"['eskisi', 'iyi', 'degil']","i, e, e, i, d"
"['ücret', 'kesiyorlar', 'böyle', 'bisey', 'olamaz']","b, ü, o, k, k"
"['i̇lk', 'kullandım', 'istanbul', 'kartıma', 'ödeme', 'yaptım', 'i̇lk', 'başta', 'sorun', 'yokmuş', 'gibiydi', 'sonra', 'yolculuk', 'yaptığımda', 'gişe', 'kartımda', 'yüklediğim', 'nin', 'olmadığını', 'gördüm', 'rezil', 'oldum', 'kartima', 'para', 'yüklenmemiş', 'hemde', 'türkcell', 'faturama', 'yansımış', 'hemen', 'mail', 'attım', 'dönüş', 'falan', 'yapılmadı', 'zaten', 'sabah', 'tekrar', 'kontrolumu', 'yaptim', 'kartimda', 'para', 'var', 'nede', 'faturama', 'ödenmiş', 'geri', 'ödeme', 'nalet', 'olsun', 'size', 'allah', 'biliyosa', 'sizi', 'öyle', 'yapsın', 'sahtekarlar']","k, k, f, f, g"
"['paycell', 'pişmanlıktır', 'paycell', 'hesabının', 'kartımın', 'herşeyinin', 'silinmesini', 'istiyorum', 'hiçbir', 'bağım', 'kalmasın', 'google', 'playe', 'bağlanmadı', 'oyundan', 'paket', 'alırken', 'kere', 'para', 'kesildi', 'üstelik', 'oyun', 'paketim', 'yüklenmedi', 'boyunca', 'üyelik', 'ücreti', 'kesilmiş', 'iadesini', 'istiyorum', 'kesilen', 'paketlerinde', 'iadesi', 'yapılsın', 'hiçbirşey', 'kullanmadan', 'sürekli', 'para', 'alıyor', 'yazıklar', 'olsun']","o, h, k, b, o"
"['iyi', 'değil']","i, d, i"
"['bence', 'paycell', 'bir', 'değil', 'iki', 'salla', 'topla', 'hakkı', 'olmalıydı', 'yüzden', 'bir', 'yıldız', 'verdim']","y, b, y, o, b"
"['keşke', 'puanlar', 'silinmeseydi', 'saçma']","p, k, s, s, p"
"['bence', 'iyi', 'reklamlar', 'çıkmazsa']","r, i, r, b, ç"
['iyi'],i
"['uygulama', 'güzel', 'kişiye', 'özel', 'olan', 'kampanyalarda', 'ücret', 'ifadeleri', 'hemen', 'yatmıyor', 'takip', 'etmeniz', 'gerek', 'kesinlikle', 'tür', 'iadelerinizi', 'aylık', 'üyelik', 'ücreti', 'var', 'bir', 'işlemden', 'hesap', 'ücreti', 'almayan', 'farklı', 'kurumlar', 'var', 'türkcell', 'büyük', 'bir', 'kurum', 'müşterilerinden', 'üyelik', 'ücreti', 'almasa', 'olur', 'bence', 'salla', 'kazanda', 'ilk', 'zamanlar', 'yüksek', 'puanlar', 'gelirken', 'son', 'zamanda', 'sürekli', 'düşük', 'puanlar', 'geliyor', 'uygulamanın', 'çekiciliğini', 'azaltıyor']","k, o, k, u, m"
