Yorum,Puan,Tarih
Berbat yüklemeyin kesinlikle hediye verdikleri felan da yok,1,2020-04-29 15:23:19
Süper olmuş,5,2020-04-29 15:14:18
Harika,5,2020-04-29 15:10:21
Harika,5,2020-04-29 15:05:29
Başarılı,5,2020-04-29 15:03:57
Her işlemi yapabiliyoruz,5,2020-04-29 14:48:38
Muhteşem,5,2020-04-29 14:26:27
super,5,2020-04-29 14:14:46
Harikasin,4,2020-04-29 14:14:11
Gayet guzel,5,2020-04-29 14:14:05
Güzel olmuş,5,2020-04-29 14:13:26
Güzelliği var,4,2020-04-29 14:11:49
Super,5,2020-04-29 14:10:32
Süper,5,2020-04-29 13:59:40
Gayet kullanışlı pratik ve işlevsel bir uygulama son derece tavsiye ederim...,5,2020-04-29 13:43:31
Fatura ödeme haftalık 2 gb de bitti artık zarar bi uygulama gereksiz yer kaplıyor ve para kaybı,1,2020-04-29 13:32:34
Çok güzel,5,2020-04-29 13:20:55
Güzel tşkler emeğinize,5,2020-04-29 13:16:30
Bence süper,5,2020-04-29 13:14:22
Çok iyi bir uygulama fakat aşırı iyi,5,2020-04-29 13:13:38
Güzel bir hizmet tşk,4,2020-04-29 13:13:08
Güzel,5,2020-04-29 13:08:22
Uygulama iyi ama salla topla az puan veriyo biraz artırsanız sevinirim,5,2020-04-29 13:00:33
Mükemmel,5,2020-04-29 12:52:17
.. .....,5,2020-04-29 12:37:20
On numara,5,2020-04-29 12:20:12
Güzel,5,2020-04-29 12:07:18
harika uygulama,5,2020-04-29 11:58:58
Efsane,5,2020-04-29 11:54:04
Çok güzel kullanmayı bilin yeter,5,2020-04-29 11:11:31
Bence çok güzel,5,2020-04-29 11:06:56
Puanları düşürün,1,2020-04-29 10:48:34
Paycell Turkcell kullanılamıyor diyor lütfen nasıl düzeltebiliriz yardım,5,2020-04-29 10:48:23
Harika ama biraz daha puan vermelisiniz.,5,2020-04-29 10:41:38
Muhteşem,5,2020-04-29 10:36:36
En iyi uygulamalardan biri arayüzü çok sade ve temiz,5,2020-04-29 10:28:02
Süper anlatmaya gerek yok hey şey güzel,5,2020-04-29 10:13:04
Uygulama güzel ancak sms kodum bir türlü gelmiyor,3,2020-04-29 10:11:38
Iyi,4,2020-04-29 10:06:50
Mükemmel,5,2020-04-29 09:58:45
cok gyzel,5,2020-04-29 09:55:47
Efsanee,5,2020-04-29 09:04:32
Çok iyi bence,5,2020-04-29 08:56:19
Çok iyi,5,2020-04-29 07:36:11
Paycell kapatmak istiyorum ama işlem yapılamadı diyor BUNE ya böyle,1,2020-04-29 04:39:23
Teşekkürler,5,2020-04-29 04:25:58
Bence harika,5,2020-04-29 04:21:20
Guzel,5,2020-04-29 03:24:04
Mükemmel,5,2020-04-29 03:20:30
Bu uygulamada hesabım olmadığı halde faturanız ödenmiştir tarzında bir mesaj geldi. Nedir?,1,2020-04-29 02:29:38
Muqkemmlel uygulama,5,2020-04-29 02:21:02
Guzel,5,2020-04-29 02:00:57
Guzel uygulama,5,2020-04-29 01:54:28
10 yıl onceki e postomi gosteriyo hesaba gris yok,1,2020-04-29 00:40:51
Nasıl yani benim faturam zaten düzenli yatıyor. Bunda bir tutarsızlık mı var bilmiyorum. Ben zaten düzenli ödenen faturadan ekstradan bir tutar daha mı ödeyeceğim. Lütfen şunu açık net bir dille dile getirir misiniz ?,2,2020-04-29 00:40:48
Güzel❤,5,2020-04-29 00:37:47
Beğendim Tavsiye ederim ...,5,2020-04-29 00:32:42
Mükemmel ...,5,2020-04-29 00:29:05
Haeika,5,2020-04-29 00:04:07
Süper,4,2020-04-28 23:57:23
Yeni kullanmaya basladim biraz daha tecrube etmeliyim,5,2020-04-28 23:17:12
Super,5,2020-04-28 22:51:57
Harika bir sistem,5,2020-04-28 22:42:24
Güzel,5,2020-04-28 22:41:30
Çok iyi,5,2020-04-28 22:30:47
Ödeme yöntemlerinde kullanılamıyor diyo,5,2020-04-28 22:29:12
Guzel,5,2020-04-28 22:12:59
Süper çok iyi,1,2020-04-28 21:47:49
Güzel yaaa,5,2020-04-28 21:26:13
Güzel verimli bir uygulama kıredi kaŕti gibi güzel,4,2020-04-28 21:23:18
Super,5,2020-04-28 21:17:15
Harika,5,2020-04-28 20:56:22
Bence çok harika bir uygulama,5,2020-04-28 20:53:48
Guzel,5,2020-04-28 20:47:42
Süper uygulaam,5,2020-04-28 20:40:53
Hedye,5,2020-04-28 20:29:50
Harika bişey,5,2020-04-28 20:22:11
Omg,5,2020-04-28 19:56:56
Süper,5,2020-04-28 19:39:29
Kesinlikle mükemmel,5,2020-04-28 19:38:43
Teşekkürler güzel bir uygulama,5,2020-04-28 19:30:25
Harika,5,2020-04-28 19:09:30
Çok iyi ama e posta şifremi ve paycell şifremi unuttum uygulamayı indiriyorum ama açamıyorum hesap sıfırlaya bilirmisiniz 😞,4,2020-04-28 19:04:52
İyi,5,2020-04-28 18:52:32
Harika,5,2020-04-28 18:36:09
Daha cok puan verme şansı verin lütfen,5,2020-04-28 18:32:35
Güzel bebek,5,2020-04-28 18:23:51
İyi,5,2020-04-28 18:20:06
Harika,5,2020-04-28 18:17:34
Süper bir paycell,5,2020-04-28 18:01:30
Gayet güzel bir uygulama,5,2020-04-28 17:18:31
"Soyguncular! Mobil ödeme ücreti olarak 9.98₺ fatura ücreti yansıtmışlar, uygulamayı indirmeyin kullanmayın!!!",1,2020-04-28 16:44:07
Harika,5,2020-04-28 16:32:35
Güncelleme olsa daha iyi bir uygulama olurdu insetgram adresim @umutcanboylu8,5,2020-04-28 15:53:44
Harika,5,2020-04-28 15:52:10
"Kampanyalarıniz iyi hoş uzun zamandir paycell kart kullaniyorum , ancak son zamanlarda gercekten uygulamaya girerken veya uygulama icerisinde sürekli işlem hatasi aliyorum , ve çok sıkıntı cikariyor bana , örneğin bi restoranda harcama yapacakdım , bakiyeme bakmak istedim ve birturlu uygulamaya giremedim ve zor durumda kaldm , telefonumdanmi kaynaklanıyor bilmiyorum ama bu sorunumun cozulmesini istiyorum lutfen yardimci olun",2,2020-04-28 15:43:26
😎😎😎👍👍,5,2020-04-28 15:41:43
Herika,5,2020-04-28 15:38:15
Harika bişi,5,2020-04-28 15:27:42
Gelistirilmeli,4,2020-04-28 15:27:02
Bu kartan kartı okutarak türk telekom fatura ödeme yapa bilirmiyız acaba?,5,2020-04-28 15:23:10
Cok iyi,5,2020-04-28 15:18:51
1000 puan geldi diye mesaj geliyor paycel de 0,1,2020-04-28 15:10:19
Acaba salla kazandan kazandığım 5 tlyo play storede nasil kullanabilirim,4,2020-04-28 15:08:25
Çok beğendim ama çok puan istiyo 500 puana 1gb daha iyi,5,2020-04-28 15:03:36
Henüz denemedim kullanmaya yeni başladım inşallah faydalı ve kolaylık sağlar,3,2020-04-28 14:48:10
Rezalet,1,2020-04-28 14:46:37
Çok iyi,5,2020-04-28 14:45:12
Süper bi kart,5,2020-04-28 14:04:10
Cok güzel bi uygulama tavsiye ediyorum,5,2020-04-28 13:56:18
Çok şık bir uygulama kolay ve anlaşır. Yapandan ve geliştirenden Allah razı olsun.,5,2020-04-28 13:48:13
Yeni kullanmama rağmen beğendim,5,2020-04-28 13:41:28
Güzell,5,2020-04-28 13:31:51
İyi bir uygulama,4,2020-04-28 13:29:40
miss gibi,5,2020-04-28 13:16:51
Adamlar kart çıkarmış. Para yüklememiz gerekiyor. Para yüklemeye işlem ücreti alıyor. Sizin kartınızı kullanmak için neden cezalandiriliyorum ben. Para benden zaman benden internet benden. Bütün işlemi ben yap.yorum. Parayi siz alıyorsunuz. Silin gitsin macera aramayın bi işe yaramaz...,1,2020-04-28 13:12:41
Begendim,5,2020-04-28 13:06:44
Çok güzel bir uygulama~,5,2020-04-28 12:38:56
Herşey Var Mükemmel,5,2020-04-28 12:28:34
Güzel bir uygulama,5,2020-04-28 12:12:53
harika,5,2020-04-28 10:54:05
Çok iyi bir uygulama,5,2020-04-28 10:51:04
Gerçekten harika,5,2020-04-28 10:33:31
Harika,5,2020-04-28 10:28:44
Cok iyi,5,2020-04-28 09:13:58
Harika,5,2020-04-28 09:13:37
Çok güzel,5,2020-04-28 08:45:01
Süper çok iyi herkesin işine yarar👍,5,2020-04-28 08:14:52
harika,5,2020-04-28 08:02:08
KESKE 1 KURUS VERSEYDIN YUKLEYINCE WOUCKEOCUEOD,5,2020-04-28 07:30:42
Efsane,5,2020-04-28 07:09:24
Süper,5,2020-04-28 04:39:37
Bedavay diyerek kampanya düzenliyorlar ve sonraki ay ücretini kesiyorlar güzel dolandırma sistemi,1,2020-04-28 04:18:49
İyi,5,2020-04-28 03:34:57
Harika kanka,5,2020-04-28 02:39:39
Bence iyi,4,2020-04-28 01:35:51
Dört dörtlük!,5,2020-04-28 00:52:41
Bu uygulamayı begendim,5,2020-04-28 00:51:53
Harika bi uygulama,5,2020-04-28 00:20:08
Muthis,5,2020-04-28 00:13:10
Süper uygulama herkez indirsin,5,2020-04-28 00:05:07
Teşekkür ederim,4,2020-04-27 23:52:58
Bana paycel den 1000 puan verin sevinirim,5,2020-04-27 23:37:06
Çok güzel,5,2020-04-27 22:56:53
Güzellik,5,2020-04-27 22:26:45
Mükemmel,5,2020-04-27 22:23:16
Çok harika bir uygulama bence herkezde olmalı,5,2020-04-27 21:35:53
Cok guzel olmus,5,2020-04-27 21:08:34
Çok guzel,5,2020-04-27 20:48:55
Berbat bir uygulama,1,2020-04-27 20:14:29
Bence iyi bir uygulama,5,2020-04-27 20:00:57
Guzel,4,2020-04-27 19:57:05
Bjö,5,2020-04-27 19:45:44
Teşekkürler paycell,5,2020-04-27 19:35:34
lsr 20 liram gitti indirm,1,2020-04-27 18:59:54
Gayet iyi ve kullanışlı,5,2020-04-27 18:34:40
Harika,5,2020-04-27 18:25:00
Turkcell müşterisi olmadığım halde sürekli spam sms mesajı alıyorum bu lanet şeyden. Üstelik iptal etmek için mesaj attığım halde!,1,2020-04-27 18:10:32
Çok iyi,5,2020-04-27 17:59:48
Uygulama guzel hediyeler faln,5,2020-04-27 17:56:46
Bravo,4,2020-04-27 17:48:40
Harikka,5,2020-04-27 17:46:57
Hediye çok tavsiye ederim,5,2020-04-27 17:32:11
Hesabım dondurulmuş nasıl yapacağız??,1,2020-04-27 17:25:02
Harika,5,2020-04-27 17:23:21
Bence harika puan toplayıp internet aliyoruz,5,2020-04-27 17:15:36
Mukemmel,5,2020-04-27 17:03:00
✌👍,4,2020-04-27 17:02:35
Muhtesemmm,5,2020-04-27 16:48:21
Super,4,2020-04-27 16:44:18
Fena deyil,5,2020-04-27 16:16:07
Super,5,2020-04-27 16:14:09
Super,5,2020-04-27 16:02:55
Ne biçim uygulama TURKCELli oldugum. İçin utanıyorum. Yazıklar olsun. 1haftadır. Paysel kartımdaki 16₺ banka hesabıma atmak istiyorum. Para limiti aşılmaktadır. Diyor. Sanki 1 000 ₺ çektik. Aradım. Tmm hallederiz. Dediler. Bişey yine olmadı. Yazıklar olsun bu gidişte TURKCEL den çıkacam yakında. Acil bir çözüm yolu bekliyorum....!!! 😠😠🤬,1,2020-04-27 16:02:41
Super,5,2020-04-27 15:46:43
Çok güzel,5,2020-04-27 15:35:53
Süper,5,2020-04-27 15:25:28
Harika,5,2020-04-27 15:23:57
Bu hediye dünyam yokmu harika bir şey ya banka degil kanka :),5,2020-04-27 14:57:56
Çok iyyiii,5,2020-04-27 14:52:05
Ya 1 2 ay tmm 60 tl ödeme limitim var 3. Ayda kar kullanılmıyor yazısı geldi ödeme yöntemini değiştire bastığımda kart numarası istiyo ama paycell uygulamasına girdiğimde kartım ve bakiyem aktif lütfen yardımcı olun,1,2020-04-27 14:51:11
Olayyy,5,2020-04-27 14:46:36
Harıka bır uygulama,3,2020-04-27 14:36:22
Wonderfull!!,5,2020-04-27 13:29:26
Wki,1,2020-04-27 13:07:44
İyi,5,2020-04-27 12:47:03
Süpriz gibi,5,2020-04-27 12:36:27
Süpersin,5,2020-04-27 12:03:21
Harika,5,2020-04-27 11:54:15
Güzel bir uygulama her yönden yardımcı oluyor,5,2020-04-27 11:52:02
İyi,5,2020-04-27 11:50:53
Şifremi hatırlayamadıgım için hesabim donduruldu yeni sifre yenile diyor ona tıklıyorum eski e postam var yeni e postamı doğrulamaya girmiyor şimdi ne yapmamız gerekiyor,4,2020-04-27 11:47:40
Çok iyi,5,2020-04-27 11:12:55
Bu turksel in ürettiği bütün programlar uygulamalar tamamen sorunlu bir insan hiçbir uygulamasından memnun kalmazmi ya bu turksel bence bu işi bırakıp 300 koyun alıp köyüne donmeli siz önce kendinize yardımcı olun bana değil siz önce kendi eksiklerinizi düzeltin uygulamayı sildim ne yardıma ihtiyacım var nede bu saçma sapan uygulamaya,1,2020-04-27 10:44:46
Hepinizi tebrik ederim.Uygulama süper olmuş. Herkes indirsin.,5,2020-04-27 10:21:50
Süper,5,2020-04-27 10:02:48
Süper,5,2020-04-27 08:40:04
Harika,5,2020-04-27 07:31:41
"Sürekli bloke koyuyorlar kafalarına göre, ayrıca limitleri düşük yükseltmek için bayiye gitmeliymişiz devletin bile işlerini elektronik ağlar aracıyla yönettiği şu zamanlarda, pes!",1,2020-04-27 06:04:24
Nice,5,2020-04-27 03:41:07
Süper ❤,5,2020-04-27 02:44:10
Çok güzel,5,2020-04-27 02:13:53
Uygulama guzel tavsiye ederim,5,2020-04-27 01:55:33
Olması gerektiği gibi,5,2020-04-27 01:28:30
Efsaneeee,5,2020-04-27 01:17:51
Çok güzel uygulama,3,2020-04-27 00:56:39
Hediyesi güzel,4,2020-04-27 00:49:58
Güzel,5,2020-04-27 00:43:38
Muhteşem,5,2020-04-27 00:17:41
Idare eder,1,2020-04-27 00:17:28
Güzel yapılmış tatlı arayüz ve kampanyalarla can ısıtıcı,5,2020-04-27 00:06:50
Guzel uygulama,4,2020-04-26 23:51:47
Normall,2,2020-04-26 23:27:12
Çok güzel bir uygulama,5,2020-04-26 23:03:40
Harika cok güzel,5,2020-04-26 22:47:18
Süper,5,2020-04-26 22:42:46
Süper,5,2020-04-26 22:40:06
Mukemel,5,2020-04-26 22:28:00
"Çok güzel, başarılı",5,2020-04-26 22:27:11
Çok güzel,5,2020-04-26 22:15:25
Onumara,5,2020-04-26 22:14:50
🤗🤗🤗,5,2020-04-26 21:52:49
iyiymiş,4,2020-04-26 21:52:30
Çok iyi tskürler,5,2020-04-26 21:45:38
Guzel,5,2020-04-26 21:25:55
❤️🖤,5,2020-04-26 21:17:44
Güzel,5,2020-04-26 21:11:31
Güzel,5,2020-04-26 20:56:55
Perfect,5,2020-04-26 20:55:45
Güzel,5,2020-04-26 20:30:33
1200 puanim var 1000 puanlik 1 gb vermiyor isleminiz eu anda gerceklestirilemiyor dio,1,2020-04-26 20:30:13
ODEMEDEN COK INTERNWET ALIOM😂,5,2020-04-26 20:27:03
Süper,5,2020-04-26 20:21:38
Süper,5,2020-04-26 20:06:29
Mukemel anlatmaya gerek yok,5,2020-04-26 19:54:13
Guzel uygulama,5,2020-04-26 19:43:20
Sevdim bu uygulamayi on numara beş yildiz,5,2020-04-26 19:40:08
Puanlarla ayda bir kez internet alabilmek saçma olmuş en azından haftada 1 yapın,1,2020-04-26 19:39:44
çok iyi ama sunlar olmasa daha iyi olur: mesela ayda bir kez hediye gondermek ya da bu kişiden fazla hediye alamamak gibi şeyler olmasa Guzel olacak,5,2020-04-26 19:34:40
Iyi,5,2020-04-26 19:29:30
Süper,5,2020-04-26 19:19:56
Guzel bir uygylama,1,2020-04-26 19:17:29
SÜPER,5,2020-04-26 19:17:18
Abi çok iyi ya,5,2020-04-26 18:57:10
Super bir uygulamaa,5,2020-04-26 18:50:31
Muhteşem,5,2020-04-26 18:45:33
Love,5,2020-04-26 18:34:47
Salam ben imodan kirstal alamıyorum neden,5,2020-04-26 17:56:55
10puan,5,2020-04-26 17:07:50
Güzel uygulama. Biraz karmaşık daha sade olabilir.,4,2020-04-26 17:04:19
Pubg mobile için çok az kupon var var olan kuponlar da ayda 1 defa alınıyor paycel puanları benim değilmi kardeşim istedim kadar alırım sınırlama niye geliyor ozaman puan vermeyin zaten puanlarım süresi dolacak ve istediğim şeyi alamıyorum ondan dolayı 4 verdim düzeltilmesi lazım,4,2020-04-26 16:49:00
Harikasuper,5,2020-04-26 16:48:29
Güzel,5,2020-04-26 16:45:22
Gayet güzel özellikle de puanlar,5,2020-04-26 16:40:26
GüZel,5,2020-04-26 16:36:45
Çok güzel,5,2020-04-26 16:33:43
Harika,5,2020-04-26 16:21:56
Tegey,5,2020-04-26 16:18:03
Çok saçma oldu bu uygulama paket yüklemesi yapamıyorum daha doğrusu hiçbir işlem yapamıyorum düzeltin bunu başka hesaptan kendime paket alımı yapıyorum ama kendi hesabımdan yapamıyorum 1 yıldız bile çok,1,2020-04-26 16:12:46
Iyi guzel,5,2020-04-26 16:04:31
Güzel,5,2020-04-26 15:53:45
Kolay işlem guzel,5,2020-04-26 15:51:57
Cok iyi,5,2020-04-26 15:34:25
Paycell kart nasıl alırım,4,2020-04-26 15:28:58
Bence çok güzel bir uygulama,5,2020-04-26 15:08:57
Dolandırıcılık,1,2020-04-26 15:06:19
Sizde deneyin,5,2020-04-26 14:48:05
guzell,5,2020-04-26 14:42:41
İyi idare eder ama bazen bozuyor,3,2020-04-26 14:32:01
Guzel uygulama ewet😂,5,2020-04-26 14:31:30
Güzel,5,2020-04-26 14:24:27
Muhteşşm,5,2020-04-26 14:15:08
Düşünce guzel fakat puanlarimizi kullanabilecegimiz alan cok kisitli bence bu konuda daha fazla secenek eklemelisiniz ki daha fazla insanin dikkatini cekebilsin..,3,2020-04-26 14:01:03
İyi,5,2020-04-26 13:56:55
Harika,5,2020-04-26 13:51:16
Süper,5,2020-04-26 13:40:03
Harika bir uygulama,5,2020-04-26 13:36:30
Harikaaaaaa,5,2020-04-26 13:35:12
güzel,5,2020-04-26 12:13:34
Bence harika tavsiye ederim,5,2020-04-26 12:11:10
On numara,5,2020-04-26 12:06:19
Turk telekom hattim hediyeleri kullanamiyorum,1,2020-04-26 11:59:13
Güzel,5,2020-04-26 11:54:54
Çok iyi,5,2020-04-26 11:53:49
Benim Abonelik iptal edildi 10 tl hatta yoladık dediler bana param fılan gelmedi,1,2020-04-26 11:09:29
En zor zamanlarda tek yardimcim,5,2020-04-26 10:46:28
Harika bir uygulama,5,2020-04-26 10:31:38
Efsane bişey,5,2020-04-26 10:30:36
Mükemmel,5,2020-04-26 10:00:48
Tesekkurler,5,2020-04-26 09:53:10
Gayet basarili,5,2020-04-26 09:41:49
Güzel uygulama.,5,2020-04-26 08:19:10
Harıka,5,2020-04-26 07:58:54
Harika bir uygulama,5,2020-04-26 05:20:24
iyi,5,2020-04-26 05:12:49
Harika bi uygulama,5,2020-04-26 04:15:05
Çok boş bir uygulama şifre değişikliği için istediği g mail adresime doğrulama için kod bile göndermiyor kaldı ki şifremi unuttuğumda kod gönderecek !!,1,2020-04-26 03:55:40
Çok guzel ya hoşuma gitdi,5,2020-04-26 03:20:43
Güzelsin Paycell ♥,5,2020-04-26 03:14:48
harikaaaaa,5,2020-04-26 02:21:28
Süper,5,2020-04-26 01:59:53
Güzel,5,2020-04-26 01:38:50
Super,4,2020-04-26 01:36:58
Süper,5,2020-04-26 01:13:48
Süper,5,2020-04-26 00:54:20
Paycell çok güzel bir uygulama aynı zamanda Ben de karşıda vardı Arkadaşlar biri hesap açtığınız zaman hesabın e-posta şifresini unuttuğumuz zaman müşteri hizmetlerini arayabilirsiniz birkaç dakikalık bekleme süresi ile müşteri hizmetlerinin temsilcisi bağlan da biliyorsunuz cep telefon numarası üstünden hesabınızı kaldırıyorlar yeniden 0 hesap açmış olursunuz çok güzel bir uygulama Arkadaşlar aynı zamanda paray yatırdıkça kazanıyorsun harcadıkça da kazanıyorsun çok güzel bir uygulama puanlar,5,2020-04-26 00:52:25
as,5,2020-04-26 00:41:07
Harika...,5,2020-04-26 00:09:15
Çok güzel,5,2020-04-25 23:41:40
Güzel bir uygulama elinize sağlık herkesin,5,2020-04-25 23:12:43
Nice,5,2020-04-25 22:56:50
😁,5,2020-04-25 22:49:11
Çok rahat ya bu kadar basit :),5,2020-04-25 22:15:34
Mükemmel,5,2020-04-25 21:58:33
Beklentiyi karşıladı..,5,2020-04-25 21:33:55
Çok güzel herkeze öneriyorum,5,2020-04-25 21:20:47
Bakiye yuklim dedim işlem gerçekleştirilmesi diyor ama parayı hesaptan kesiyor rezalet bu kadar basit hatalar yapmamaları lazım,1,2020-04-25 20:56:30
Cokk iyii,5,2020-04-25 20:54:51
Biraz daha puan verilebilir ama yinede güzel,5,2020-04-25 20:47:02
Gayet güzel uygulama istanbul kart yüklemekte gayet basit oluyor,5,2020-04-25 20:30:04
Super,5,2020-04-25 19:34:12
harikasınız,5,2020-04-25 19:32:22
Güzel,5,2020-04-25 19:27:41
Çok güzel güzel bir uygulama,5,2020-04-25 19:21:30
Salla işi mükemmel olmuş 👌,5,2020-04-25 19:08:44
Pubg için hing,5,2020-04-25 19:05:25
Para yükledim ve paramı kullanamadim Marketlerde problem yaşadim Ve en sonunda parayi hesabima aktardim Uygulamayida sildim!,1,2020-04-25 18:46:14
Muhteşem,5,2020-04-25 18:40:54
Amazingo,5,2020-04-25 18:24:37
Güzel Uygulama,5,2020-04-25 18:22:04
Playcell şifremi unuttum nasil yapabilirim?,1,2020-04-25 18:19:17
Beğendim,5,2020-04-25 17:53:50
İyi,5,2020-04-25 17:52:43
Güzel hoş,5,2020-04-25 17:49:39
Süre kısıtlamasi dşnda çok iyi bnce tskr,5,2020-04-25 17:40:35
ااا,5,2020-04-25 16:52:44
Harika,5,2020-04-25 16:41:53
Çok güzel,5,2020-04-25 16:30:34
Efso,5,2020-04-25 16:30:09
ugulama cok guzel elinize sağlık,5,2020-04-25 16:28:53
👊,5,2020-04-25 15:49:57
Banka işleme onay vermiyo hatası veriyor,1,2020-04-25 15:36:14
Kredi kartı faizi vermeden fatura ödeyebiliyorsunuz,5,2020-04-25 15:29:08
Harika!!!,5,2020-04-25 15:25:10
Super,5,2020-04-25 15:17:40
👍👍👍,5,2020-04-25 15:03:52
Güzel bir uygulama,5,2020-04-25 15:03:03
Arkadaşlar nitelikli dolandırıcı kanka deyil hırsız beyler haberiniz olsun her şeyden ek ücret 5 tl yüklüyorum 3 tl gidiyor siz hesaplayın hediyelerini almak çok zor 100000 Puan ve bunu almak için 1000Tl Harcamanız gerek İntrnet 1 gün veriyor çok kısa beyenmedim papara tavsiye ederim,1,2020-04-25 14:55:54
Harika,5,2020-04-25 14:49:30
Süper,5,2020-04-25 14:40:40
Guzel uygulama,4,2020-04-25 14:22:58
Bence hak ediyor,5,2020-04-25 13:46:04
Güzel,5,2020-04-25 13:39:43
Harika,5,2020-04-25 13:32:12
Güzel,5,2020-04-25 13:21:37
Çok güzel bir uygulama kendine nurdan kontrolü bir para akışı saglayabiliyosun,5,2020-04-25 13:17:30
Peki burda nasıl harcadığımız parayı geri verebiliyoruz ?,5,2020-04-25 13:01:40
Cok iyi bir uygulama 😍🤩,5,2020-04-25 12:41:16
Baya iyi hoşuma gitti,4,2020-04-25 12:40:04
İyi,5,2020-04-25 12:39:28
💯,5,2020-04-25 12:34:18
Super,5,2020-04-25 12:27:10
Good,5,2020-04-25 12:21:14
Kartımı tanıttım parada çektiler fakat bankanıza görüşün diyo bankada sorun yok onlardan kaynaklandı diyonkotu bir program ayrıca muhattap yok karşınızda,1,2020-04-25 11:33:51
he,5,2020-04-25 11:26:26
Süper,5,2020-04-25 11:19:17
Super,5,2020-04-25 11:17:26
GÜZEL,5,2020-04-25 11:01:52
Çok güzel çok başarılı bir uygulama,5,2020-04-25 10:58:59
Çok güzel,5,2020-04-25 10:38:56
Bedava internet çok güzel,5,2020-04-25 10:28:30
Güzel,5,2020-04-25 10:27:28
Süper çok memnunum,5,2020-04-25 10:17:28
1 GB İnternet aldım puanlarımla neye uğradığıma şaşırdım İnternete girmeden bitti.,1,2020-04-25 10:12:57
Süper,5,2020-04-25 09:50:55
süper,5,2020-04-25 09:35:15
Hairka,5,2020-04-25 09:32:53
Süper,5,2020-04-25 09:30:06
Güzel bir uygulama tavsiye ederim bana 50 tl kupon ver neden verdi pekki,5,2020-04-25 09:17:20
herkezin indirmesi ve kullanmasını tercih ederim,5,2020-04-25 09:12:03
Guzel,3,2020-04-25 08:25:52
Merhaba neden sürekli hesabim donduruluyor,2,2020-04-25 06:56:24
İyiymiş,5,2020-04-25 06:51:32
Çok güzel,5,2020-04-25 06:10:48
Uygulama iyi fakat oyunlar için hediye bölümleri çok az sürekli GB hediye veriyor ondan dolayı 4 yıldız verdim :),4,2020-04-25 06:06:08
