lemmas,Puan,Tarih
"['wireless', 'hikmet', 'vodafone', 'kullanicisiyim', 'kendi', ""i̇nternet'imde"", 'sorun', 'var', 'ara', 'müşteri', 'hizmet', 'birçok', 'kişi', 'problem', 'kısa', 'süre', 'şekil', 'bekle', 'gider', 'söyle', 'bekle', 'bak', 'işlem', 'gercek', 'lütfen', 'sonra', 'tekrar', 'dene', 'anlaş', 'ara', 'mail', 'rağmen', 'laf', 'kal', 'yardım']",1,2020-07-27 22:50:42
"['güzel', 'kendi', 'konfor', 'iste', 'banka', 'onay', 'sorun', 'boz', 'kart', 'herşey', 'acil', 'kendi', 'hatti', 'para', 'iste', 'konu', 'atmiyo', 'ankara', 'kart', 'iste', 'lütfen', 'yilidizi', 'kabin']",3,2020-07-27 22:36:18
['iyi'],5,2020-07-27 21:44:02
"['güzel', 'teşekkür']",5,2020-07-27 21:19:34
['güzel'],5,2020-07-27 20:54:46
"['iki', 'güzel', 'sorun', 'var', 'limit', 'sorun', 'farurali', 'olmadigimiz', 'hesap', 'ara', 'nda', 'aktar']",3,2020-07-27 20:44:36
['harika'],5,2020-07-27 20:28:56
['güzel'],5,2020-07-27 20:22:28
"['saçma', 'şekil', 'geforce', 'new', 'üye', 'yenile', 'paramin', 'ininal', 'kart', 'gönder', 'dene', 'ora', 'yapı', 'konu', 'başar', 'şua', 'para', 'dur', 'bura', 'yok', 'akıncı', 'aliexpresste', 'kart', 'kabul', 'kere', 'dene', 'sürekli', 'başka', 'öde', 'yöntem', 'seçmen', 'söyle', 'san', 'ininaldan', 'başka', 'kart', 'büyük', 'hata']",1,2020-07-27 20:12:31
"['güzel', 'teşekkür']",5,2020-07-27 20:00:59
"['hata', 'düzel', 'secure', 'ekran', 'kal', 'bembeyaz', 'ekran', 'hiçbir', 'yok', 'devam', 'öde', 'düzel', 'iste', 'ilgilen', 'yok']",1,2020-07-27 19:56:01
"['cep', 'para', 'turkcell', 'çal', 'iste', 'yükle', 'örnek', 'kredi', 'kart', 'lira', 'yükle', 'iste', 'lira', 'işlem', 'ücret', 'kalk', 'ayrıca', 'hazırkart', 'hesap', 'lira', 'var', 'aycell', 'kart', 'aktar', 'iste', 'lira', 'işlem', 'ücret', 'iste', 'çal', 'alış', 'kesinlikle', 'yükle']",1,2020-07-27 19:32:33
['güzel'],4,2020-07-27 19:23:22
['mükemmel'],5,2020-07-27 18:12:44
"['iyi', 'kötü', 'başla', 'gerçekten', 'kredi', 'kart', 'para', 'aktar', 'aycell', 'gözük', 'kendi', 'geliş', 'yok', 'müşreti', 'kaybet', 'şekil']",1,2020-07-27 18:04:09
['iyi'],5,2020-07-27 17:47:37
['güzel'],5,2020-07-27 17:36:18
"['güzel', 'yara', 'fakat', 'sürüm', 'berbat', 'kart', 'ara', 'para', 'gönder', 'yüz', 'sanal', 'kart', 'kapa', 'sil', ""i̇nternet'ten"", 'sürüm', 'tekrar', 'lütfen', 'düzel']",5,2020-07-27 17:28:33
['iyi'],5,2020-07-27 17:04:18
['güzel'],4,2020-07-27 16:57:25
"['kart', 'ekle']",1,2020-07-27 16:54:40
"['kolay', 'otur', 'yer', 'fatura', 'güven', 'ücret', 'öde', 'teşekkür']",5,2020-07-27 16:19:26
['güzel'],5,2020-07-27 15:49:47
"['yıldız', 'pekiyi']",5,2020-07-27 15:45:36
"['kaç', 'kere', 'yükle', 'kaldır', 'yine', 'hata', 'mail', 'gönder', 'gönder', 'yine', 'sonuç', 'bul']",1,2020-07-27 15:12:11
['yarar'],5,2020-07-27 14:59:32
"['şahaneama', 'lütfen', 'ayedaş', 'ekle']",5,2020-07-27 14:59:19
['iyi'],5,2020-07-27 14:56:57
['iyi'],5,2020-07-27 14:56:04
"['paycel', 'puan', 'sure', 'kot', 'sakin', 'yükle', 'emel', 'yazık', 'puan', 'sure', 'kalk']",1,2020-07-27 14:05:27
"['lütfen', 'puan', 'sure', 'kalk', 'yetkili', 'halet']",1,2020-07-27 14:04:16
['harika'],5,2020-07-27 14:03:02
"['puan', 'sure', 'kalk']",1,2020-07-27 14:02:09
"['puan', 'sure', 'var', 'kalk', 'kazanamiyorus', 'kazaniyorus', 'sonra', 'önce', 'azal', 'esir', 'puan', 'sure', 'klakmali']",1,2020-07-27 14:01:38
"['parsel', 'tek']",5,2020-07-27 13:40:08
['süper'],5,2020-07-27 13:01:53
['harika'],5,2020-07-27 12:34:00
['iyi'],5,2020-07-27 11:38:33
"['süper', 'öte', 'mükemmel', 'beğendimteşekkürler']",5,2020-07-27 11:17:37
['harikaaaaaaaaaa'],5,2020-07-27 11:03:21
['iyi'],5,2020-07-27 10:55:55
['harika'],5,2020-07-27 10:42:53
"['gayet', 'güzel', 'mobil', 'öde']",5,2020-07-27 10:39:53
['harika'],5,2020-07-27 02:45:47
['harika'],5,2020-07-27 02:11:45
"['güzel', 'ancak', 'para', 'transfer', 'iyi', 'tokatla', 'adam', 'ininalda', 'aycell', 'azalt', 'ücret']",3,2020-07-27 01:43:10
['harika'],5,2020-07-27 01:28:13
['güzel'],5,2020-07-27 01:17:52
['süper'],4,2020-07-27 00:40:07
"['gayet', 'iyi']",5,2020-07-27 00:35:00
['teşekkür'],5,2020-07-26 23:50:18
['süper'],5,2020-07-26 23:03:57
"['puan', 'birik', 'turkcell', 'çek']",2,2020-07-26 22:16:34
['iyi'],5,2020-07-26 22:08:12
['güzel'],5,2020-07-26 21:25:20
['dehşet'],5,2020-07-26 21:16:48
['efsane'],5,2020-07-26 20:30:57
['güzel'],5,2020-07-26 20:21:04
['ihh'],5,2020-07-26 19:54:11
"['abi', 'cook', 'iyi']",5,2020-07-26 19:25:47
"['anla', 'değil', 'sürekli', 'ücret', 'iste', ""i̇ldiz'i"", 'bile', 'hakket', 'vakit', 'kayıp']",1,2020-07-26 19:23:10
['güzel'],5,2020-07-26 19:11:48
['güzel'],5,2020-07-26 18:41:42
"['ihtiyaç', 'bul']",5,2020-07-26 17:57:07
['güzel'],5,2020-07-26 15:52:04
"['beş', 'yıldız']",5,2020-07-26 15:41:46
['süper'],5,2020-07-26 15:14:50
['iyi'],5,2020-07-26 14:55:54
['iyi'],5,2020-07-26 14:44:45
"['güzel', 'beş', 'yıldız', 'haket']",5,2020-07-26 14:14:16
"['kazan', 'puan', 'sil']",5,2020-07-26 13:41:36
"['süper', 'bedavadan', 'iste', 'çek', 'faturalaeibiz', 'öde']",5,2020-07-26 13:11:51
"['saçma', 'sapan', 'puan', 'gün', 'kullan', 'lazım', 'puan', 'ayni', 'hediye', 'kullaniciyi', 'kisitlayan', 'birçok', 'özellik']",1,2020-07-26 12:44:37
['harika'],5,2020-07-26 12:01:23
"['çoooook', 'süper']",5,2020-07-26 11:40:32
['güzel'],5,2020-07-26 11:20:23
"['iyi', 'tavsiye']",5,2020-07-26 10:42:05
"['güzel', 'puan', 'bazen', 'puan', 'sür', 'puan', 'topla', 'zaten', 'zor', 'bide', 'sür', 'zor']",3,2020-07-26 10:18:18
['süper'],5,2020-07-26 09:35:30
['food'],5,2020-07-26 09:33:09
['bil'],1,2020-07-26 06:25:09
"['iyi', 'sev']",5,2020-07-26 02:51:25
"['önce', 'hazır', 'kart', 'hazır', 'limit', 'sonra', 'aycell', 'kart', 'şimdi', 'izin', 'uyarı', 'hazır', 'limit', 'sadece', 'fatura', 'bireysel', 'hat', 'sahip', 'para', 'yükle', 'fark', 'kart', 'seç', 'yüklem', 'yazı', 'çık', 'önce', 'düzel', 'eski', 'hal', 'getir', 'lütfen']",1,2020-07-26 01:39:20
['numara'],5,2020-07-26 00:22:17
"['fena', 'değil', 'hazır', 'limit', 'artirmanizi', 'iste', 'yüksel', 'rahat', 'rahat', 'kullan']",4,2020-07-26 00:18:14
"['güzel', 'spotify', 'kullan', 'bulun', 'gerek', 'mükemmel']",5,2020-07-25 23:15:49
"['aycell', 'kart', 'hesap', 'limit', 'aktar', 'iste', 'kart', 'para', 'git', 'fakat', 'işlem', 'ücret', 'kes', 'konu', 'yardımcı', 'sevin']",1,2020-07-25 22:43:57
['güzel'],5,2020-07-25 22:34:56
"['güzel', 'all']",5,2020-07-25 22:14:30
"['kötü', 'yem', 'kötü']",1,2020-07-25 21:13:37
['super'],5,2020-07-25 21:11:20
"['öncel', 'sağlık', 'gerçekten', 'zaman', 'herşey', 'hemen', 'hemen', 'sorun', 'çöz', 'başarı', 'devim', 'dile', 'iyi', 'çalış']",5,2020-07-25 20:58:09
"['android', 'sonra', 'uyum', 'rağmen', 'öde', 'modül', 'çalış', 'android', 'iki', 'adet', 'telefon', 'var', 'fakat', 'fatura', 'öde', 'iste', 'doğrula', 'ekran', 'boş', 'sayfa', 'kal', 'ses', 'yeni', 'model', 'telefon', 'dene', 'sorun', 'yok', 'öde', 'sorun', 'eski', 'destekle', 'android', 'sürüm', 'çöz', 'gerek', 'telefon', 'destekle', 'güncelle', 'fakat', 'fatura', 'öde', 'iste', 'öde']",3,2020-07-25 20:45:29
['teşekkür'],5,2020-07-25 20:41:45
"['güzel', 'eğlence', 'tsky']",5,2020-07-25 19:10:58
['güzel'],5,2020-07-25 18:42:24
['numara'],5,2020-07-25 18:18:01
"['iyi', 'değil']",1,2020-07-25 17:55:49
['süper'],5,2020-07-25 17:42:15
"['işlem', 'ücret', 'harika']",4,2020-07-25 16:39:48
['harika'],5,2020-07-25 16:35:42
"['güzel', 'memnun']",5,2020-07-25 16:08:15
['süpeeeeeeeeeeeeéeeeeeeéeeeeeeeeeeeeeerrrrrrrre'],5,2020-07-25 15:29:54
"['beğendi', 'vodafoneye', 'geç', 'sadece', 'günlük', 'turkcell', 'dek', 'yüksek', 'puan', 'fazla', 'sevin', 'teşekkür']",5,2020-07-25 15:20:56
"['berbat', 'tavsiye']",1,2020-07-25 14:04:49
"['iyi', 'bol', 'hediye']",5,2020-07-25 14:04:08
"['harika', 'mükemmel']",5,2020-07-25 13:09:35
"['numara', 'yıldız', 'harika', 'aycell']",5,2020-07-25 11:34:45
"['gerçekten', 'kar', 'kullan', 'teşekkür']",5,2020-07-25 11:23:23
"['kullan', 'tavsiye', 'menü', 'çeşit', 'üstelik', 'takıl', 'falan']",5,2020-07-25 11:19:28
"['fena', 'değil']",1,2020-07-25 11:11:18
['güzel'],5,2020-07-25 11:03:20
"['aycell', 'değil', 'iki', 'salla', 'topla', 'hak', 'yüz', 'yıldız']",1,2020-07-25 10:21:08
"['harikulade', 'ininaldan', 'kat', 'iyi']",5,2020-07-25 10:07:55
['harika'],5,2020-07-25 09:56:19
"['kullani̇mi̇', 'kolay', 'begendi̇m']",5,2020-07-25 09:46:59
"['salla', 'topla', 'dan', 'alın', 'puan', 'biryer', 'i̇nternet', 'alın', 'puan', 'sür', 'bit', 'yat']",3,2020-07-25 09:44:35
"['para', 'gönder', 'limit', 'var', 'fazla', 'gönder']",3,2020-07-25 09:38:26
"['iyi', 'aliskanlik', 'değil']",5,2020-07-25 09:14:49
['süper'],5,2020-07-25 06:32:10
"['helal', 'numara']",5,2020-07-25 06:13:53
['harika'],5,2020-07-25 06:03:55
"['artık', 'puan', 'düşük', 'puan', 'topla', 'kadar', 'diğer', 'süre', 'bit', 'böylece', 'hediye']",2,2020-07-25 05:47:08
"['harika', 'sağlık', 'güzel']",5,2020-07-25 04:21:15
"['yardım', 'teşekkür']",5,2020-07-25 02:19:59
"['lütfen', 'fatura', 'hat', 'para', 'aktarım', 'lütfen', 'güncelle', 'getir']",5,2020-07-25 01:30:00
"['kocaeli', 'körfez', 'yaşa', 'aycell', 'kart', 'elektrik', 'fatura', 'öde', 'kart', 'uygun', 'değil', 'mesaj', 'kolay', 'öde', 'kolay', 'gör', 'ilgili', 'sorun', 'düzel', 'iste', 'yardımcı', 'lütfen', 'hafta', 'salla', 'tola', 'puan', 'kullanım', 'süre', 'yüz', 'birik', 'pek', 'mümkün', 'değil', 'çalış', 'şimdilik', 'puan', 'ileri', 'yüksel', 'dilek']",2,2020-07-25 00:45:39
['harika'],5,2020-07-25 00:33:24
['mükemmel'],5,2020-07-24 23:58:35
"['puan', 'kas', 'zor']",1,2020-07-24 23:57:52
['süper'],5,2020-07-24 23:40:51
"['aycell', 'hediye', 'puan', 'kadar', 'süre', 'kadar', 'hesap', 'kadir', 'saçma', 'puan', 'harca', 'birik', 'kadar', 'diğer', 'bit']",1,2020-07-24 23:35:28
"['kullanım', 'şifre', 'yaz', 'yine', 'anla']",3,2020-07-24 23:08:14
"['i̇nternet', 'yeni', 'keşfet']",5,2020-07-24 21:59:38
['mükemmel'],5,2020-07-24 21:28:10
['güzel'],5,2020-07-24 21:06:39
"['kredi', 'limit', 'fatura', 'öde', 'banka', 'kart', 'para', 'hal', 'bayram', 'otobüs', 'bilet', 'aldır', 'yıldız']",5,2020-07-24 21:03:45
['bayıl'],5,2020-07-24 20:34:01
"['siz', 'yıldız', 'falan', 'yok', 'yüklemiyorumdadün', 'kredi', 'not', 'öğren', 'tıkladımpaycell', 'saçmalık', 'dan', 'borclandim', 'yıl', 'geçkin', 'süre', 'turkcell', 'bırak', 'artıkdünya', 'para', 'öde', 'oturduistemiyorum', 'aycell', 'falanyıldızda', 'yok']",1,2020-07-24 20:29:12
"['mantık', 'biraz', 'kafa', 'karış', 'güzel']",5,2020-07-24 20:11:40
['teşekkür'],5,2020-07-24 20:10:16
['güzel'],5,2020-07-24 20:04:41
"['aycell', 'kadar', 'salla', 'topla', 'puan', 'fazla', 'puan', 'kes']",1,2020-07-24 19:35:17
['iyi'],5,2020-07-24 19:23:20
"['mobil', 'öde', 'açı']",1,2020-07-24 18:45:17
"['fayda', 'fayda', 'gör']",5,2020-07-24 18:26:23
"['ilan', 'numara', 'para', 'iade', 'iste', 'gün', 'içeri', 'hesap', 'yemin', 'gün', 'hala', 'para', 'öde', 'defalarca', 'ara', 'rağmen', 'sonuç', 'para', 'yükle', 'dikkat', 'para', 'dön', 'siz']",1,2020-07-24 18:23:33
['iyi'],4,2020-07-24 18:15:33
"['tek', 'kelime', 'mükemmel']",5,2020-07-24 17:31:22
"['vodafone', 'numara', 'tesit', 'aycell', 'parti', 'var', 'yükle', 'vodafone', 'numara', 'aktar']",4,2020-07-24 17:03:52
['güzel'],5,2020-07-24 17:02:08
"['keşke', 'puan', 'sil', 'saçma']",1,2020-07-24 17:00:14
['gül'],5,2020-07-24 16:50:40
"['numara', 'yıldız']",5,2020-07-24 16:50:21
"['öde', 'yöntem', 'ara', 'master', 'temsilci', 'solu', 'anlasmali', 'üye', 'yer', 'hiçbiri', 'gecniyor', 'burger', 'popeyes', 'başka', 'yer']",1,2020-07-24 16:42:58
['müthiş'],5,2020-07-24 16:28:52
"['acgozlulukte', 'son', 'nokta', 'yaptiginiz', 'işlem', 'ücret']",1,2020-07-24 16:18:46
"['maalesef', 'kişi', 'fikir', 'aynı', 'not', 'kazan', 'şans', 'çekiliş', 'falan', 'program', 'yükle', 'sonra', 'katıl', 'buhar', 'bura', 'şikayet', 'dik', 'getir', 'biz', 'ulaşım', 'geç', 'hemen', 'ilgilen', 'sıkıntı', 'bura', 'yaz', 'ortak', 'sıkıntı', 'bura', 'oku', 'merkez', 'yaz', 'zor', 'değil', 'fark', 'problem', 'ayrı', 'yazar', 'kon', 'biz', 'ulaş', 'dan', 'değil', 'bura', 'gider', 'iste', 'katıl', 'bil', 'yok', 'kan']",1,2020-07-24 16:15:17
['süper'],5,2020-07-24 15:58:45
"['zaman', 'kayıp', 'dene', 'fakat', 'karmaşık', 'kötü', 'papara', 'ininal', 'var', 'gerek', 'yok', 'turkcell', 'siz', 'yakış']",1,2020-07-24 15:41:29
['güzel'],5,2020-07-24 15:36:27
"['kullan', 'güzel']",5,2020-07-24 15:31:24
"['güzel', 'hız']",5,2020-07-24 15:25:13
['süper'],4,2020-07-24 15:11:12
"['güzel', 'sağlık']",5,2020-07-24 14:28:11
"['aycell', 'kart', 'kaç']",5,2020-07-24 14:26:24
['iyi'],5,2020-07-24 14:16:11
"['güzel', 'dene']",5,2020-07-24 14:11:27
"['hiçbir', 'getiri', 'yok', 'zaman', 'kayıp', 'tamamen', 'reklam', 'amaç', 'normal', 'kredi', 'kart', 'işlem', 'devam']",1,2020-07-24 13:58:31
['iyi'],5,2020-07-24 13:19:31
"['puan', 'sonra', 'puan', 'geri', 'mantık', 'gerçekten', 'merak', 'tamam', 'belirli', 'süre', 'var', 'türlü', 'puan', 'yapamadımki', 'puan', 'hergün', 'yok', 'lütfen', 'ayıp', 'gerçekten', 'ayıp', 'yıldız', 'yorum', 'üst', 'kal']",5,2020-07-24 13:16:18
['iyiiiiiii'],5,2020-07-24 13:11:02
"['harika', 'teşekkür']",5,2020-07-24 12:57:51
['mükemmel'],5,2020-07-24 12:38:48
"['biraz', 'geliş']",3,2020-07-24 12:37:49
"['yeni', 'beğendi']",5,2020-07-24 12:36:40
['harika'],5,2020-07-24 12:26:36
"['şifre', 'yenile', 'posta']",1,2020-07-24 12:18:12
['güzel'],5,2020-07-24 12:10:24
['harika'],5,2020-07-24 11:58:31
"['berbat', 'saat', 'çal', 'sisteminizaman', 'doğru', 'dürüst', 'çalış', 'kart', 'sistem', 'geri', 'dön']",1,2020-07-24 11:28:21
"['iyi', 'reklam', 'çık']",2,2020-07-24 11:24:30
['müthiş'],5,2020-07-24 11:17:34
['harika'],5,2020-07-24 10:32:18
"['süper', 'kek']",5,2020-07-24 10:15:09
['iyi'],4,2020-07-24 10:05:33
"['puan', 'transfer', 'lim', 'sınırsız', 'iyi']",5,2020-07-24 10:04:40
"['saçma', 'sapan', 'kod', 'şifre', 'iste', 'şifre', 'yenile', 'mail']",1,2020-07-24 10:01:50
"['fizik', 'kart', 'yok', 'sanal', 'kart', 'kapa', 'otomatik', 'aycell', 'hesap', 'bağ', 'sefer', 'müşteri', 'hizmet', 'ara', 'zor', 'kal', 'aylık', 'sanal', 'kart', 'sınır', 'var', 'para', 'çek', 'falan', 'ücret', 'papara', 'var', 'aycell', 'gerekli', 'gör', 'artık']",2,2020-07-24 09:52:33
['perfect'],5,2020-07-24 09:30:51
['iyi'],2,2020-07-24 09:27:11
['güzel'],5,2020-07-24 08:56:03
['kolaylastirici'],5,2020-07-24 08:42:08
"['yorum', 'sil', 'yer', 'varmazsiniz', 'aycell', 'sıfır', 'yıldız', 'hak']",1,2020-07-24 08:41:51
['harikulade'],5,2020-07-24 08:12:30
['süper'],5,2020-07-24 07:59:47
"['güzel', 'beğendi']",4,2020-07-24 07:39:49
['başarı'],5,2020-07-24 07:38:50
['sen'],5,2020-07-24 07:31:34
['güzel'],5,2020-07-24 06:52:54
"['puan', 'var', 'nekadar', 'sal', 'yukarı', 'git', 'yardımcı']",1,2020-07-24 06:44:17
"['güzel', 'inşallah', 'böyle', 'devam', 'güzel']",5,2020-07-24 06:27:40
"['iyi', 'iyi']",5,2020-07-24 05:50:30
"['iyi', 'görün']",4,2020-07-24 03:20:50
"['arkadaş', 'normal', 'yar', 'aycell', 'kart', 'ali', 'ancak', 'yorum', 'bak', 'karar', 'tos', 'kart', 'kullanicam', 'adam', 'işlem', 'uzlet', 'kesiyolarmis', 'kendi', 'kullan', 'parti']",5,2020-07-24 01:44:22
['numara'],5,2020-07-24 01:18:53
"['iyi', 'hafta', 'i̇nternet', 'boğ', 'aliya']",1,2020-07-24 00:52:19
['güzel'],5,2020-07-24 00:19:13
"['tavsiye', 'ısrar', 'herkes']",5,2020-07-24 00:18:58
['iyi'],5,2020-07-24 00:09:43
['harika'],5,2020-07-24 00:02:48
"['güzel', 'kişi', 'özel', 'kampanya', 'ücret', 'ifade', 'hemen', 'yat', 'takip', 'gerek', 'kesinlikle', 'tür', 'iade', 'aylık', 'üye', 'ücret', 'var', 'işlem', 'hesap', 'ücret', 'fark', 'kurum', 'var', 'turkcell', 'büyük', 'kurum', 'müşteri', 'üye', 'ücret', 'salla', 'kazan', 'ilk', 'zaman', 'yüksek', 'puan', 'gelir', 'son', 'zaman', 'sürekli', 'düşük', 'puan', 'çek', 'azal']",1,2020-07-23 23:14:15
"['peş', 'para', 'para', 'yükle', 'puan', 'kazan', 'sonra', 'puan', 'kullan', 'sil', 'puan', 'birikim', 'hesap', 'para', 'kullan', 'sonra', 'sil', 'kimse', 'tavsiye']",1,2020-07-23 23:07:44
['süper'],5,2020-07-23 22:55:44
"['güzel', 'kullan']",5,2020-07-23 22:48:15
['mukkemel'],5,2020-07-23 22:01:39
['kullan'],5,2020-07-23 21:48:01
['harika'],5,2020-07-23 20:46:11
"['gerçekten', 'iiiiii']",5,2020-07-23 20:42:11
['iyi'],5,2020-07-23 20:34:52
"['güzel', 'tercih']",5,2020-07-23 20:33:16
['iyi'],5,2020-07-23 20:23:17
['süper'],5,2020-07-23 20:11:29
['harika'],5,2020-07-23 20:01:00
"['güzel', 'sev', 'herkes', 'tavsiye', 'i̇nternet', 'bura', 'i̇nternet', 'bil', 'güzel', 'beğendi', 'güzel']",4,2020-07-23 19:52:10
"['sıradan', 'işlem', 'işlem', 'ücret', 'alan', 'tamamen', 'ticari', 'kaygı', 'odak', 'şirket', 'politika', 'yürü', 'turkcell', 'banka', 'gir', 'oldukça', 'karışık', 'içerik', 'banka', 'örnek']",2,2020-07-23 19:44:38
"['uyarı', 'sonra', 'aksak', 'düzelti', 'teşekkür']",4,2020-07-23 19:44:17
['mükemmel'],5,2020-07-23 19:42:05
['süper'],5,2020-07-23 19:12:31
['güzel'],5,2020-07-23 19:08:33
['harika'],5,2020-07-23 18:52:36
['güzel'],5,2020-07-23 17:29:59
"['sipariş', 'iptal', 'kes', 'ayrıca', 'dur', 'yer', 'kes']",1,2020-07-23 17:23:50
['süper'],5,2020-07-23 17:01:05
['harika'],5,2020-07-23 16:53:48
['güzel'],5,2020-07-23 16:42:41
"['bil', 'boks', 'boşa']",1,2020-07-23 16:30:09
"['sal', 'olay', 'artık', 'gerek', 'yüz', 'puan']",3,2020-07-23 16:22:20
['güzel'],5,2020-07-23 15:41:15
"['paye', 'kart', 'kullanimi', 'kot', 'heryer', 'yaygın', 'gerek', 'şok', 'market', 'alisveris', 'sadece', 'kisminda', 'ekmek', 'degilmi', 'ekmek', 'ali', 'vitrin', 'süs', 'koy', 'zaten', 'saçma', 'silah', 'yok', 'kus', 'avla', 'cirim', 'yazık', 'siz', 'yüz', 'puan', 'duruk', 'puan', 'basari', 'şey', 'yazilirda', 'yazma', 'harf', 'bayi']",1,2020-07-23 15:33:42
['güzel'],5,2020-07-23 15:29:14
"['sürekli', 'güncelle', 'puan', 'paylaş', 'iste', 'dingil', 'puan', 'ihtiyaç', 'yok', 'puan', 'iste', 'bidat', 'güncelle', 'düzel', 'bide', 'kadir', 'puan', 'yet', 'zaten', 'puan', 'topla', 'çalış', 'hepsi', 'süre', 'dol', 'harca', 'hele', 'hele', 'bunca', 'çek', 'sonra', 'telefon', 'çık', 'turkcell', 'çık', 'başka', 'operatör', 'git']",1,2020-07-23 14:58:50
"['yatır', 'ancak', 'hediye', 'i̇nternet', 'harca', 'yine', 'ancak', 'fatura', 'öde', 'kat', 'fazla', 'puan', 'yüz', 'teşekkür', 'güzel', 'fizy', 'hediye', 'lütfen']",5,2020-07-23 14:40:00
['süper'],5,2020-07-23 14:38:02
"['muhteşem', 'mutlaka', 'kullan', 'tavsiye']",5,2020-07-23 14:36:30
['harika'],5,2020-07-23 14:28:17
"['sorun', 'ilgili', 'eposta', 'yolla', 'bot', 'cevap', 'yolla', 'gram', 'ilgi', 'sakın', 'kadar', 'eposta', 'siz', 'gör', 'kısa', 'süre', 'dön', 'şekil', 'bot', 'cevap', 'kötü']",1,2020-07-23 14:26:00
['iyi'],5,2020-07-23 14:22:32
['güzel'],5,2020-07-23 14:09:52
"['sen', 'puan', 'geri', 'bugün', 'puan', 'bırak', 'bile']",1,2020-07-23 14:04:40
['süper'],5,2020-07-23 13:31:29
['güzel'],5,2020-07-23 13:15:09
"['yorum', 'bakilirsa', 'gerek', 'zaman']",1,2020-07-23 13:00:35
"['güzel', 'arkadaş', 'kullan', 'kolay', 'öner']",5,2020-07-23 12:46:49
"['artı', 'yok', 'beş', 'para', 'komisyon', 'yüksek', 'banka', 'hesap', 'aktar', 'turkcell', 'şube', 'nakit', 'yükle', 'çoğu', 'şube', 'nadir', 'kendi', 'limit', 'yok', 'birik', 'puan', 'yarar', 'yer', 'kullan']",1,2020-07-23 12:36:54
"['puan', 'birik', 'yok', 'sürekli', 'süre', 'bit', 'anla']",1,2020-07-23 12:29:58
"['operatör', 'değiş', 'artık', 'hesap', 'görüntüle', 'aycell', 'hesap', 'hani', 'diğer', 'operatör', 'kullan']",1,2020-07-23 12:11:12
"['harika', 'hallet', 'banka', 'özellik', 'muhteşem']",5,2020-07-23 11:59:02
"['numara', 'beş', 'yıldız', 'herkes', 'kullan', 'tavsiye']",5,2020-07-23 11:57:48
['iyi'],5,2020-07-23 11:45:39
"['harika', 'puan', 'yetkili', 'rica', 'puan', 'uygun', 'iyi']",5,2020-07-23 11:02:00
['süper'],5,2020-07-23 09:31:30
['süper'],5,2020-07-23 09:16:37
"['güzel', 'puan', 'sür', 'iyi', 'değil']",4,2020-07-23 09:07:37
['süper'],5,2020-07-23 08:53:04
['güzel'],5,2020-07-23 08:48:16
['harika'],5,2020-07-23 08:41:44
['güzel'],5,2020-07-23 08:11:11
['süper'],5,2020-07-23 07:29:32
"['gayet', 'başarı', 'sadece', 'hazır', 'limit', 'aycell', 'kart', 'aktar', 'seçenek', 'önce', 'aktif', 'memnun']",5,2020-07-23 07:01:53
['harika'],5,2020-07-23 07:00:15
['süperrrrr'],5,2020-07-23 04:54:17
"['lütfen', 'lütfen', 'lütfen', 'yük', 'yi̇n', 'puan', 'hafta', 'geri', 'puan', 'ilk', 'i̇nternet', 'kaldirmislar', 'net', 'net', 'net']",1,2020-07-23 04:00:59
['harika'],5,2020-07-23 02:00:10
['güzel'],5,2020-07-23 01:54:45
"['onca', 'ücret', 'ilan', 'ücret']",1,2020-07-23 01:05:26
['iyi'],5,2020-07-23 01:00:14
"['aysel', 'iyi']",5,2020-07-23 00:51:58
"['süper', 'kart', 'bloke', 'sorun', 'yaşa', 'dikkat', 'lazım']",5,2020-07-22 23:53:52
['guxel'],5,2020-07-22 23:40:04
"['turkcell', 'bugün', 'vodafone', 'geç', 'rezil', 'tarif', 'yüz', 'allah', 'bela', 'turkcell', 'lanet', 'bide', 'beş', 'i̇ldiz']",5,2020-07-22 23:16:10
['süper'],5,2020-07-22 21:07:20
"['güzel', 'değil']",1,2020-07-22 21:01:30
"['güzel', 'işlem', 'geçmiş', 'sil', 'iste']",4,2020-07-22 20:55:27
['iyi'],5,2020-07-22 20:49:43
['müthiş'],5,2020-07-22 20:49:31
['mükemmel'],5,2020-07-22 20:40:45
['fayda'],5,2020-07-22 20:38:32
['iyi'],5,2020-07-22 20:14:38
['süper'],5,2020-07-22 19:34:02
['muthissssssssss'],5,2020-07-22 19:27:21
['iyi'],5,2020-07-22 19:16:17
"['hazır', 'limit', 'aycell', 'kart', 'aktarım', 'yalnızca', 'fatura', 'hat', 'tamamen', 'saçmalık']",1,2020-07-22 18:45:30
"['hediye', 'dünya', 'hafta', 'puan', 'insan', 'çıkar', 'böyle', 'hain', 'işle']",1,2020-07-22 18:38:19
"['gerçekten', 'iyi']",5,2020-07-22 17:51:22
['süper'],5,2020-07-22 17:23:08
"['fena', 'değil']",5,2020-07-22 17:17:26
"['harika', 'program']",5,2020-07-22 16:55:42
['harika'],5,2020-07-22 16:30:48
['süper'],5,2020-07-22 16:19:03
"['süper', 'kardeşşşş']",5,2020-07-22 15:32:23
['pkk'],5,2020-07-22 15:20:07
"['turkcell', 'ayrıcalık']",5,2020-07-22 14:23:20
